STUDENT ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,COURSE ID,GRADE,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,"Marital status;Application mode;Application order;Course;""Daytime/evening attendance	"";Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target",Interest,Aptitude,SoftSkills,Logic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9003;1;39;140.0;1;19;19;9;4;140.0;0;0;0;1;0;0;21;0;0;6;12;3;10.666666666666666;2;0;6;12;4;12.0;0;15.5;2.8;-4.06;Dropout,4,2.655875983073599,1.160534593845689,7.230344308507957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;103.0;1;1;19;9;9;108.3;0;0;0;1;0;1;20;0;0;7;14;0;0.0;0;0;7;15;0;0.0;0;11.1;0.6;2.02;Enrolled,4,7.67233394159223,0.2310685278748026,3.9324646479203773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9085;1;39;150.0;1;3;19;2;4;150.0;1;0;0;1;0;0;22;0;1;6;9;6;13.0;0;1;6;18;3;12.666666666666666;0;12.4;0.5;1.79;Graduate,4,2.0588731076659936,0.5113163810669719,2.172334745924347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9991;0;39;160.0;1;37;37;9;9;160.0;0;0;0;1;0;0;26;0;0;5;5;5;12.0;0;0;5;7;5;11.4;0;12.7;3.7;-1.7;Graduate,2,3.216863687013094,9.5425844151531,7.590909613960271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9070;1;1;131.0;1;37;37;3;3;131.7;1;0;0;1;0;0;20;0;0;6;6;6;12.166666666666666;0;0;6;7;5;13.8;0;12.7;3.7;-1.7;Graduate,3,4.654869724396994,1.4228621861093582,7.8429470478872645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;114.0;1;19;38;5;3;112.6;1;0;0;1;0;0;19;0;0;7;10;6;11.85;0;0;8;10;7;13.65;0;16.2;0.3;-0.92;Graduate,5,9.431958496934508,7.084782531368353,9.226949839543671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9991;0;1;120.0;1;37;37;9;9;111.1;0;0;0;1;0;0;31;0;0;5;8;4;11.0;0;0;5;6;5;11.2;0;7.6;2.6;0.32;Graduate,3,9.317314247538246,0.6792620422282625,3.761651104310777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;3;9500;1;1;140.0;1;1;19;9;7;127.5;1;0;1;1;0;1;20;0;0;7;9;7;12.327777777777778;0;0;8;10;8;11.736;0;15.5;2.8;-4.06;Graduate,1,2.068718754222878,1.0816035223518217,5.062517344973268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;9085;1;1;130.0;1;19;38;7;7;120.2;1;0;0;1;0;0;20;0;0;5;9;4;12.0;0;0;5;10;5;13.428571428571429;1;10.8;1.4;1.74;Graduate,6,3.582190412430728,5.088762514093347,3.63128442846072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;4;9500;1;1;121.0;1;37;37;5;5;118.9;1;0;0;1;0;0;21;0;0;7;7;7;14.428571428571429;0;0;8;9;8;14.511111111111113;0;16.2;0.3;-0.92;Graduate,4,1.4939938845377232,4.648709301543437,2.570818218513682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;4;9500;1;1;130.0;1;19;19;9;7;119.9;1;0;0;1;0;0;18;0;0;7;7;7;13.78;0;0;8;8;8;12.6125;0;12.4;0.5;1.79;Graduate,3,5.099850793134971,9.515803094398695,7.510329615376086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9500;1;1;141.0;1;37;1;9;4;127.3;1;0;0;1;0;1;19;0;0;7;7;6;13.8;0;0;7;7;6;13.8;0;7.6;2.6;0.32;Graduate,5,4.605825506946665,9.448354530207373,3.3965184501695544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9853;1;1;131.0;1;19;19;3;7;127.9;1;0;0;1;0;1;18;0;0;7;7;7;14.857142857142858;0;0;7;7;7;15.142857142857142;0;13.9;-0.3;0.79;Graduate,1,9.007601624507323,7.796086425424651,4.28149441992352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;39;1;9773;1;38;133.1;1;19;19;7;9;133.0;0;0;0;1;0;0;40;0;0;6;8;5;13.0;0;0;6;7;5;12.6;0;16.2;0.3;-0.92;Enrolled,2,9.300053777910726,6.0210183012734975,4.036736576240278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;6;9238;1;1;117.0;1;1;38;4;7;114.6;0;0;0;1;0;1;18;0;0;6;7;6;12.142857142857142;0;0;6;6;6;13.333333333333334;0;13.9;-0.3;0.79;Graduate,2,3.835673910072921,4.549603173930111,7.1266122564674586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9085;1;1;151.0;1;40;4;2;2;144.5;1;0;0;1;0;0;18;0;0;6;7;6;15.666666666666666;0;0;6;6;6;14.833333333333334;0;8.9;1.4;3.51;Graduate,5,4.917379430189895,3.5617853432842104,9.177956261106798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9500;1;1;131.0;1;1;19;4;3;125.4;1;0;0;1;0;0;19;0;0;7;13;5;12.5;0;0;8;14;7;12.166666666666666;0;15.5;2.8;-4.06;Graduate,1,8.962362491461331,9.470875469755555,6.667560613073773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9238;1;1;145.0;1;38;38;9;7;145.0;0;0;0;1;0;1;19;0;0;6;7;6;12.833333333333334;0;0;6;6;6;13.166666666666666;0;12.4;0.5;1.79;Graduate,4,8.067078077450615,6.029088114246855,4.715825960942325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9003;1;1;135.0;1;38;38;9;6;138.1;0;0;1;0;0;0;28;0;0;6;6;0;0.0;0;0;6;7;0;0.0;0;8.9;1.4;3.51;Dropout,3,0.03656311344649277,5.790725276859945,7.792051147388834
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9070;1;1;119.0;1;37;38;9;8;124.6;1;0;0;1;0;0;20;0;0;6;6;6;12.5;0;0;6;6;6;12.666666666666666;0;7.6;2.6;0.32;Graduate,1,3.2005956418358252,2.3190112176891486,6.409713241221375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9773;1;1;122.0;1;37;37;9;9;130.8;1;0;0;1;0;0;18;0;0;6;14;4;11.25;0;0;6;9;5;13.0;0;9.4;-0.8;-3.12;Graduate,2,4.217742419361259,0.4669781788511307,0.6061035711781348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9500;1;1;155.0;1;1;1;4;3;140.5;1;0;0;1;0;0;18;0;0;7;7;6;15.25;0;0;7;7;6;15.25;0;7.6;2.6;0.32;Graduate,5,2.2971628368323174,9.451885797595445,0.9566358641884165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9085;1;1;123.0;1;19;37;9;9;124.1;1;0;0;1;0;1;20;0;0;5;13;5;14.0;2;0;5;10;3;12.0;1;9.4;-0.8;-3.12;Graduate,5,1.9957161589593875,3.1373525884465394,0.3791694407363333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;43;1;9238;1;1;130.0;1;38;19;9;4;118.4;0;0;1;1;0;0;28;0;15;16;16;13;12.076923076923077;0;13;13;13;11;12.090909090909092;0;16.2;0.3;-0.92;Graduate,3,0.3778450659567967,4.425890233244587,4.568163262063198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;15;1;9853;1;1;133.1;41;43;1;153;135;128.2;0;0;0;1;0;0;23;1;11;16;17;16;14.625;0;6;10;12;9;14.88888888888889;0;8.9;1.4;3.51;Graduate,5,6.433697250697605,1.1463994358570684,8.258534343389648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9853;1;1;114.0;1;19;37;5;5;109.5;1;0;0;1;0;0;19;0;0;7;10;4;10.5;0;0;7;7;2;10.5;0;16.2;0.3;-0.92;Dropout,5,2.6251029048316568,8.36924329909292,3.1308316935135205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9238;1;1;137.0;1;38;19;152;171;131.1;1;0;0;1;0;1;18;0;0;6;8;6;12.833333333333334;0;0;6;6;6;12.166666666666666;0;8.9;1.4;3.51;Graduate,1,0.5234717843131309,0.27631832855930627,3.8416018309248168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;3;9773;1;1;161.0;22;37;37;9;9;137.9;0;0;1;0;0;1;20;1;0;6;6;6;12.5;0;0;6;7;5;11.8;0;10.8;1.4;1.74;Graduate,4,2.3097931052806366,8.339907620990965,9.094771083678907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;171;1;1;133.1;1;3;1;2;4;128.2;1;0;0;1;0;0;20;0;5;12;13;12;11.23076923076923;0;3;11;18;9;12.77777777777778;0;11.1;0.6;2.02;Graduate,3,8.019139528361265,1.402850127879668,8.369034453166549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;1;9991;0;1;133.1;1;37;37;9;9;126.5;0;0;0;1;0;0;27;0;0;5;5;2;10.5;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout,1,8.514891816465466,8.865641126311521,6.6504811238256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9853;1;1;128.0;1;1;1;9;9;120.0;1;0;0;1;0;0;18;0;0;6;11;3;12.0;0;0;6;13;2;12.0;0;12.7;3.7;-1.7;Dropout,4,4.830662451933026,7.297726373361574,2.668037820922513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;39;2;9556;1;19;133.1;1;19;19;4;6;123.0;0;0;0;1;0;1;37;0;0;7;10;7;10.985714285714286;0;0;8;11;8;12.3;0;10.8;1.4;1.74;Graduate,1,4.160706704086862,1.646702625073051,1.170414826884435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;7;1;9500;1;40;130.0;1;19;19;4;6;130.0;0;0;0;0;0;0;42;0;2;7;10;5;12.62;0;3;7;11;3;14.166666666666666;0;12.4;0.5;1.79;Dropout,6,9.778536935017817,5.658179928594681,0.16058822680113716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;6;9500;1;1;147.0;1;1;38;4;8;141.1;1;0;0;1;0;0;20;0;0;7;9;6;13.0;0;0;8;8;8;14.2125;0;13.9;-0.3;0.79;Dropout,1,2.005646595880699,3.1265631435521946,1.0701067260442088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;1;9119;1;1;140.0;1;34;34;9;9;140.0;0;0;0;0;1;0;34;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout,5,2.153592828546085,1.7823309891158345,2.9259644362394277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;42;1;9119;1;1;140.0;1;3;3;3;2;133.6;1;0;0;1;1;0;22;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;10.8;1.4;1.74;Dropout,4,2.9186717703639973,8.591821994111084,5.517900635794957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;2;9254;1;19;133.1;1;19;19;9;5;123.5;0;0;0;1;1;0;39;0;0;6;6;6;13.5;0;0;6;6;6;13.333333333333334;0;12.4;0.5;1.79;Graduate,3,1.7275731828108731,4.035227665072294,0.6400008275238689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9500;1;1;141.0;1;37;37;9;9;136.3;1;0;0;1;1;1;18;0;0;7;7;6;13.516666666666666;0;0;7;7;6;13.516666666666666;0;7.6;2.6;0.32;Graduate,3,3.793655982041866,3.985437143653825,1.36227778318449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9070;1;1;128.0;1;37;37;9;9;123.5;1;0;0;1;1;1;21;0;0;6;6;6;13.166666666666666;0;0;6;8;6;13.285714285714286;0;8.9;1.4;3.51;Graduate,4,9.108342269897538,1.6988667480662,1.8108070230794104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;1;9085;1;1;150.0;1;37;37;90;10;112.0;0;0;0;1;1;0;34;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout,5,6.153478406285743,3.830656760857787,6.319820929833062
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;44;1;9003;1;39;160.0;1;37;37;9;9;160.0;0;0;0;1;1;1;22;0;0;6;8;6;13.125;0;0;6;10;6;13.0;0;16.2;0.3;-0.92;Graduate,2,4.119465486122636,8.716168463288502,6.157897989801244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9003;1;1;133.1;1;1;37;4;7;110.0;0;0;0;1;1;0;31;0;0;6;15;3;14.4;0;0;6;20;0;0.0;0;16.2;0.3;-0.92;Dropout,1,9.344107945712148,3.631287104896359,5.507657263721529
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;18;3;9853;1;1;128.0;1;38;37;5;9;116.8;1;0;0;0;1;0;19;0;0;6;10;4;12.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout,5,0.4846423247582232,9.51603562499788,2.505014246959396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;5;9254;1;1;114.0;1;38;1;5;9;109.5;0;0;0;1;1;0;19;0;0;5;5;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout,6,2.1027617790186137,9.463088992083875,3.71119691218732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9556;1;19;133.1;1;37;37;9;10;100.0;0;0;0;1;1;0;31;0;0;7;7;0;0.0;0;0;7;7;0;0.0;0;15.5;2.8;-4.06;Dropout,4,5.65888605101759,1.4489865930734602,0.9668971633774304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;5;1;9147;1;1;126.0;1;19;38;5;6;117.3;1;0;0;1;0;0;19;0;0;5;15;3;10.8;0;0;5;6;3;10.5;0;13.9;-0.3;0.79;Enrolled,1,6.155526231931791,1.7731125352264487,2.264606037580549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;2;9670;1;1;133.1;41;37;19;9;9;130.0;0;0;0;1;0;0;30;1;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout,3,0.39557506562613143,8.626740703318891,8.977052264725804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;51;1;9500;1;1;129.0;1;37;38;3;3;137.8;1;0;0;1;0;1;20;0;2;7;7;7;16.13142857142857;0;0;8;9;8;15.52222222222222;0;11.1;0.6;2.02;Graduate,2,4.030387579071322,3.927609189247192,9.796917464358284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9500;1;1;140.0;1;19;38;7;7;136.5;1;0;0;1;0;1;18;0;0;7;7;7;14.838571428571427;0;0;8;9;8;14.8;0;12.4;0.5;1.79;Graduate,6,6.491539648308727,0.04373982283009337,6.476595856402946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;39;1;9991;0;1;133.1;1;37;37;5;5;138.7;0;0;0;1;0;0;31;0;0;5;7;3;10.333333333333334;0;0;5;6;3;12.0;0;10.8;1.4;1.74;Dropout,3,6.980705464034016,2.73871819705371,9.168232920234201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9254;1;1;134.0;1;19;1;9;4;124.9;1;0;0;1;0;0;19;0;0;6;11;3;12.0;0;0;6;11;4;11.25;0;7.6;2.6;0.32;Dropout,4,6.381399025162693,5.976289931955599,6.427419004014251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;39;1;8014;0;1;133.1;1;37;37;9;7;140.0;0;0;0;1;0;1;43;0;0;6;6;0;0.0;0;0;5;5;0;0.0;0;8.9;1.4;3.51;Dropout,1,3.2056322436092453,7.99265965959968,0.3319648610546988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;2;9254;1;1;132.0;1;38;38;9;8;122.6;1;0;0;1;0;1;20;0;0;6;6;6;13.166666666666666;0;0;6;6;6;14.0;0;13.9;-0.3;0.79;Graduate,4,0.9352012359790951,1.3338861709325955,9.96762584986409
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;2;9500;1;1;131.0;1;1;1;5;9;129.5;1;0;0;1;0;1;19;0;0;8;8;8;13.9475;0;0;8;8;8;13.9475;0;9.4;-0.8;-3.12;Graduate,1,4.271124464193341,1.1054136441673534,0.989523016865349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9670;1;1;133.1;1;3;1;1;7;155.0;0;0;0;1;0;0;22;0;0;5;6;3;11.333333333333334;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout,5,1.2875443736805547,9.220926535723317,6.826418014450607
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;8014;0;1;133.1;1;3;1;1;7;100.0;0;0;0;1;0;0;26;0;2;8;11;7;12.75;0;2;7;7;7;12.285714285714286;0;16.2;0.3;-0.92;Graduate,2,9.47623658520667,7.511483678225827,2.5283620307479007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;18;1;9147;1;1;160.0;1;19;19;5;8;137.6;1;0;0;1;0;1;19;0;0;5;6;5;12.6;0;0;5;8;5;11.25;0;10.8;1.4;1.74;Graduate,5,4.751708660226282,5.8977960077807845,3.9198111290696014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;7;1;9500;1;3;120.0;1;19;3;4;2;120.0;1;0;0;1;0;0;29;0;0;8;8;6;12.25;1;0;8;8;6;12.25;1;12.7;3.7;-1.7;Dropout,5,3.1725917435686757,7.691867899959281,6.459341848009382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;15;1;9556;1;1;114.0;26;3;19;122;144;114.0;0;0;0;1;0;0;20;1;0;7;14;0;0.0;6;0;7;12;2;11.666666666666666;0;8.9;1.4;3.51;Enrolled,4,7.663040711189001,4.288543613066384,4.36487349307707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;1;1;9991;0;1;140.0;1;37;37;9;7;139.0;0;0;0;1;0;1;38;0;0;5;8;5;11.0;0;0;5;7;5;11.4;0;9.4;-0.8;-3.12;Enrolled,2,4.9794859258226385,7.584557473091266,2.5054605893112827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9003;1;1;100.0;1;37;37;9;5;110.0;0;0;0;1;0;0;41;0;8;12;17;12;11.833333333333334;0;3;12;22;9;12.7;0;15.5;2.8;-4.06;Graduate,1,3.100340240124501,3.7180299127453575,3.344461868783247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;6;9500;1;1;139.0;1;19;38;4;9;128.5;1;0;0;1;0;0;19;0;0;8;10;6;13.066666666666668;0;0;8;10;6;13.066666666666668;0;12.7;3.7;-1.7;Dropout,1,8.119677423908017,2.4409457249260234,3.4154811692317635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;9070;1;1;136.0;1;1;38;4;5;132.2;0;0;1;1;0;0;19;0;0;6;6;6;13.833333333333334;0;0;6;8;6;13.875;0;10.8;1.4;1.74;Graduate,6,8.67152151001122,7.290134212929686,9.593239045082138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4;7;1;9500;1;3;130.0;1;3;19;2;3;130.0;0;0;0;1;0;0;43;0;0;7;7;3;13.833333333333334;1;0;7;7;0;0.0;0;16.2;0.3;-0.92;Dropout,3,6.73008166288677,4.196722921572683,7.98613015923451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;17;1;9130;1;1;145.0;1;38;37;9;7;129.3;1;0;0;1;0;0;19;0;0;5;5;5;11.8;0;0;5;5;5;13.2;0;10.8;1.4;1.74;Graduate,6,0.46964422407667294,9.813771043261948,4.5854877147940005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;171;1;1;133.1;1;19;38;9;8;128.2;1;0;0;1;1;1;19;0;6;12;12;12;13.333333333333334;0;4;11;15;10;12.818181818181818;0;8.9;1.4;3.51;Enrolled,6,5.663228801665321,3.49485182308101,1.9982092034136412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;6;9500;1;1;146.0;1;2;19;3;9;130.3;1;0;0;1;1;0;18;0;0;8;8;8;13.74625;0;0;8;8;8;13.74625;0;9.4;-0.8;-3.12;Graduate,1,7.632949119972816,9.217274205310659,8.11016110262656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;1;1;171;1;1;159.0;1;3;3;2;2;162.5;1;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Dropout,4,1.3650301208358218,9.329625485670794,1.571824716083735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;39;1;8014;0;19;133.1;1;34;34;0;0;130.0;0;0;0;1;1;0;38;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout,5,2.2867075138460335,2.4185294706474614,2.104622171420034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2;7;1;9130;1;2;110.0;1;19;19;4;8;110.0;1;0;0;1;1;0;37;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout,5,8.824951050681364,7.982211815880134,3.6601339184015114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;39;1;9670;1;1;120.0;1;1;19;4;10;142.3;1;0;0;1;0;1;26;0;0;6;6;6;13.333333333333334;0;0;6;10;5;14.5;0;10.8;1.4;1.74;Graduate,5,0.20121721853074037,4.330745051445652,8.803481958519901
